budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
31000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.extraordinarymeasuresthemovie.com,27569,[],en,Extraordinary Measures,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",6.487344,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-01-10,15134293,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't hope for a miracle. Make one.,Extraordinary Measures,6.0,89
3500000,"[{""id"": 35, ""name"": ""Comedy""}]",,813,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 1279, ""name"": ""medicine""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1757, ""name"": ""passenger""}, {""id"": 2007, ""name"": ""saxophone""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4544, ""name"": ""fear of flying""}, {""id"": 4545, ""name"": ""air controller""}, {""id"": 4547, ""name"": ""landing""}, {""id"": 4548, ""name"": ""autopilot""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15237, ""name"": ""alcohol abuse""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",en,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",46.116884999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-07-80,83453539,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1074
16500000,"[{""id"": 35, ""name"": ""Comedy""}]",,10760,"[{""id"": 3616, ""name"": ""college""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10058, ""name"": ""sorority""}, {""id"": 12105, ""name"": ""student""}, {""id"": 169341, ""name"": ""snow white""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 221039, ""name"": ""modern fairy tale""}]",en,Sydney White,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,10.74648,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Clifford Werber Productions"", ""id"": 46051}, {""name"": ""SW7D Productions"", ""id"": 46052}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-09-07,13620075,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Freshman year is no fairytale,Sydney White,6.0,236
155000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,1966,"[{""id"": 347, ""name"": ""aristotle""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 2857, ""name"": ""elephant""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 5127, ""name"": ""alexander the great""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 14704, ""name"": ""ancient world""}]",en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",39.019228999999996,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Egmond Film & Television"", ""id"": 4588}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Pacifica Film"", ""id"": 10926}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""WR Universal Group"", ""id"": 54997}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-11-04,167298192,175.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest legend of all was real.,Alexander,5.6,927
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,8961,"[{""id"": 416, ""name"": ""miami""}, {""id"": 529, ""name"": ""ku klux klan""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 7963, ""name"": ""guant\u00e1namo""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 12648, ""name"": ""bromance""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 155799, ""name"": ""narcotics cop""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 156805, ""name"": ""dea agent""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 179093, ""name"": ""criminal underworld""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226380, ""name"": ""haitian gang""}, {""id"": 226381, ""name"": ""minefield""}]",en,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",38.068736,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-07-03,273339556,147.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"If you can't stand the heat, get out of Miami.",Bad Boys II,6.3,1564
47000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.happilyneverafterthefilm.com/,5393,"[{""id"": 604, ""name"": ""dwarves""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 2374, ""name"": ""bad mother-in-law""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4174, ""name"": ""little red riding hood""}, {""id"": 5921, ""name"": ""step mother""}, {""id"": 6333, ""name"": ""wizardry""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 7430, ""name"": ""sleeping beauty""}, {""id"": 7432, ""name"": ""rumpelstilzchen""}, {""id"": 46958, ""name"": ""good and bad""}, {""id"": 174420, ""name"": ""intern""}, {""id"": 187056, ""name"": ""woman director""}]",en,Happily N'Ever After,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",10.410933,"[{""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Odyssey"", ""id"": 1718}, {""name"": ""Nitrogen Studios Canada"", ""id"": 46875}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-09-06,38085778,75.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fairy Tale Endings Aren't What They Used To Be,Happily N'Ever After,4.6,104
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://www.thegodfather.com/,238,"[{""id"": 131, ""name"": ""italy""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 4677, ""name"": ""patriarch""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11590, ""name"": ""italian american""}, {""id"": 33421, ""name"": ""crime family""}, {""id"": 165725, ""name"": ""rise to power""}, {""id"": 166462, ""name"": ""mob boss""}, {""id"": 207883, ""name"": ""1940s""}]",en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfran Productions"", ""id"": 10211}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-03-72,245066411,175.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,An offer you can't refuse.,The Godfather,8.4,5893
40000000,"[{""id"": 18, ""name"": ""Drama""}]",http://extremelyloudandincrediblyclose.warnerbros.com/,64685,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 2849, ""name"": ""key""}, {""id"": 8783, ""name"": ""scavenger hunt""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 40934, ""name"": ""tambourine""}, {""id"": 40936, ""name"": ""lock""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 214463, ""name"": ""post 9/11""}]",en,Extremely Loud & Incredibly Close,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",31.066874,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24-12-11,55247881,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,6.9,708
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://disney.go.com/disneypictures/pirates/,58,"[{""id"": 616, ""name"": ""witch""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 910, ""name"": ""bondage""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1319, ""name"": ""east india trading company""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",145.84737900000002,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]","[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""DM"", ""name"": ""Dominica""}]",20-06-06,1065659812,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",,6435,"[{""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 5147, ""name"": ""sorcery""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 190821, ""name"": ""family curse""}]",en,Practical Magic,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",15.142701,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Fortis Films"", ""id"": 4258}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Stargate Studios"", ""id"": 55474}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-10-98,46683377,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",Practical Magic,6.3,338
55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",,8984,"[{""id"": 6021, ""name"": ""employee""}, {""id"": 6282, ""name"": ""workplace""}, {""id"": 10850, ""name"": ""sexual harassment""}, {""id"": 34038, ""name"": ""intrigue""}]",en,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",15.064058,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-12-94,214015089,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sex Is Power.,Disclosure,5.9,210
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",http://www.theperfectwave.co.za/,251979,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 9840, ""name"": ""romance""}]",en,The Perfect Wave,"“The Perfect Wave” is the true story of Ian McCormack who grew up surfing the waters of New Zealand. Wanting to dive deeper, Ian sets out on a journey with his best friend that will change his life as they chase the perfect wave.",4.118612000000001,"[{""name"": ""Divine Inspiration, The Fabulous Boomtown Boys"", ""id"": 28024}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",28-02-14,0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Perfect Wave,4.4,21
55000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.changelingmovie.net,3580,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 456, ""name"": ""mother""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3065, ""name"": ""minister""}, {""id"": 3720, ""name"": ""power""}, {""id"": 4740, ""name"": ""public""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 184402, ""name"": ""missing""}, {""id"": 199226, ""name"": ""mother love""}, {""id"": 202098, ""name"": ""criticism""}]",en,Changeling,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",27.509159999999998,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-01-08,113020255,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To find her son, she did what no one else dared.",Changeling,7.3,1131
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,1979,"[{""id"": 657, ""name"": ""fire""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 160117, ""name"": ""fantastic four""}, {""id"": 162365, ""name"": ""military""}, {""id"": 175975, ""name"": ""earth in peril""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 202541, ""name"": ""silver surfer""}, {""id"": 222915, ""name"": ""forcefield""}, {""id"": 227591, ""name"": ""elasticity""}, {""id"": 227595, ""name"": ""absorbing power""}]",en,4: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810722999999996,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Bernd Eichinger Productions"", ""id"": 10881}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-06-07,289047763,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,28353,"[{""id"": 572, ""name"": ""sex""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 199050, ""name"": ""player""}]",en,How to Be a Player,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",1.20245,"[{""name"": ""Island Pictures"", ""id"": 3492}, {""name"": ""Def Pictures"", ""id"": 38799}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",06-08-97,13960203,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Def Jam's How to Be a Player,5.3,8
4000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",,5925,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 895, ""name"": ""optimism""}, {""id"": 1223, ""name"": ""switzerland""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 1505, ""name"": ""famous score""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2147, ""name"": ""claustrophobia""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 5136, ""name"": ""uniform""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9774, ""name"": ""prison guard""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 11246, ""name"": ""barbed wire""}, {""id"": 11267, ""name"": ""solitary confinement""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 155815, ""name"": ""motorcycle jump""}, {""id"": 160175, ""name"": ""alps""}]",en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",35.061467,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Corporation"", ""id"": 219}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-06-63,11744471,172.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Put a fence in front of these men... and they'll climb it!,The Great Escape,7.8,717
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 9648, ""name"": ""Mystery""}]",,11831,"[{""id"": 701, ""name"": ""cuba""}, {""id"": 1860, ""name"": ""mutiny""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 3441, ""name"": ""sentence""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 9395, ""name"": ""havanna""}, {""id"": 155756, ""name"": ""tall ship""}, {""id"": 163120, ""name"": ""slave trade""}]",en,Amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",3.6982760000000003,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-12-97,74000000,155.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,Amistad,6.8,316
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,4515,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 2586, ""name"": ""externally controlled action""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 2903, ""name"": ""propaganda""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 4101, ""name"": ""political negotiations""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6162, ""name"": ""past""}, {""id"": 7158, ""name"": ""war in afghanistan""}]",en,Lions for Lambs,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",9.789027,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""United Artists"", ""id"": 60}, {""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""Andell Entertainment"", ""id"": 1683}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Brat Na Pont Productions"", ""id"": 21911}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-10-07,63215872,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If you don't STAND for something, you might FALL for anything.",Lions for Lambs,6.0,216
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,31064,"[{""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1002, ""name"": ""authority""}, {""id"": 3487, ""name"": ""assistant""}, {""id"": 3720, ""name"": ""power""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14782, ""name"": ""trust""}]",en,The Business of Strangers,"Julie Styron thinks she is going to be fired, but instead discovers that she is being promoted. Trapped in an airport hotel, she wants to celebrate but finds only the company of her young assistant, Paula Murphy. As the night progresses, the two women get to know each other. They flirt, they drink, they lie; personal flaws are revealed and exposed. But at the end of the night their relationship turns and becomes a complex battle of power, authority, and wit.",1.369649,"[{""name"": ""i5 Films"", ""id"": 26927}, {""name"": ""Headquarters"", ""id"": 42932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-01-01,0,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Business of Strangers,5.7,19
